Primary Key,Program,Community,Services Requested,Client Status,HH Work Compliance Status,Member Work Compliance Status
t1050409H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1022556H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1054380H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1029722H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1059446M30085,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1091570H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1003066H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t0015294H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1101437H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1101437H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1101437H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1020826M47725,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1017476M20042,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1054836H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1054669H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1043841H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1091381H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1031294M22704,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1017603H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1090418H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1009147H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1009147H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1035766H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1035766H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1030571H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1020826M59439,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1010813H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1059390H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1027105H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1014704H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1041941H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1090346H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1022492H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1009147M35488,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1054911H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1001856M29725,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1019330M29768,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1012872M28764,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1003934M23493,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1054168H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1042518M34445,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1042518M34445,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1042518M34445,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1023118H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1008921H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1053325H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1031325M25886,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1075416H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1016508H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1091381M32860,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1020826M27933,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1080443H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1059276H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1009147M27594,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1016705M49384,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Compliant
t1020826M34298,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1059390M27016,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1054830H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1007103H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1031294H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1093028H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1132192M27631,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1129395M34622,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134550M67610,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1131925H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1207188H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1087811M23403,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134071H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134067M24911,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1134067M24911,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1134067M24911,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1126595H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1129863H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1129863H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212703H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1088639H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1060047M20624,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1091596H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134550M59308,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1128496H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134682H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1026613M22116,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1135413H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1135447H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1210496M20592,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1210496M20592,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1201304H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1041824H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Exempt
t1129395M47200,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1078972H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1067935H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1083968M29027,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1224135H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1128496H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1125043H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1131880H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1200289H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1204720H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212367H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1008756M23418,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1131672M25147,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1230178H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1224135M57877,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1203798H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1231046M32611,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1128088H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1037641H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1128380H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1127856H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1127856H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220394H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1003257H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1093000H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1054874H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1132191H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1132191H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1128919M27015,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1219730H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220886H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1231786H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1227211H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1210529H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1230847M27947,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Compliant
t1229953M35791,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1231208H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232301H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216172H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209634H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1217886H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1202943H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215754H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1135363H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1135510H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1132273H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1102442H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1203812H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Compliant
t1232452H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1226792H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232381H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1211391H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1229314M32714,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1231989M74881,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1220113H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Progressing
t1224135M42718,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1229424H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218548H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218548H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209505H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232187H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Compliant
b1211719H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223895H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218606H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1219988H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232303H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1226208H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232807M23233,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232705H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1210148H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232607H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232776H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1203379H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216588H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223462H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Compliant
t1223462H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Compliant Period,Compliant
t1203623H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209744M25480,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1214083H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1227188H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1202323H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220668M34901,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1217634H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1217716M36593,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1227693H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220684M36870,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1041862M20309,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Exempt
t1204306M23396,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1227853H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220668M44343,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216785H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220477H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232918H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1224588H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232868M20581,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1210720H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1219908H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215886H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218195H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1221960H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232521H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1225229M26141,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1203749H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209825H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1208276M20363,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1202551H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1214409H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218919H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1211719M29173,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233029H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1211803H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216126H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1222056H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215366H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216588M26766,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233017H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223655M28890,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1206075M23712,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233070H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233019M40679,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233088H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212244H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233105H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1200777H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1225146H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232921H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232737H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1228950M28534,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1226348H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1206075M36557,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215304M24217,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233080H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1226348M21275,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1217316H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
